id;doi;count;year;issn;title;publisher;discipline;electronic
5769;10.1016/j.jfineco.2014.05.010;620;2015;0304-405X;The value of corporate culture;Journal of Financial Economics;bwl;\N
5770;10.1086/660781;0;2011;0734-306X;Jacob Mincer Prize;Journal of Labor Economics;bwl;\N
5771;10.1086/660780;0;2011;0734-306X;Officers of the Society of Labor Economists;Journal of Labor Economics;bwl;\N
5772;10.1086/660779;0;2011;0734-306X;SOLE 2012;Journal of Labor Economics;bwl;\N
5773;10.1086/683780;9;2016;0734-306X;Bureaucratic Responses;Journal of Labor Economics;bwl;\N
5774;10.1086/686274;21;2016;0734-306X;The Employment Dynamics of Disadvantaged Women: Evidence from the SIPP;Journal of Labor Economics;bwl;\N
5775;10.1086/694914;10;2017;0734-306X;Introduction: Firms and the Distribution of Income: The Roles of Productivity and Luck;Journal of Labor Economics;bwl;\N
5776;10.1086/694187;12;2017;0734-306X;Augmenting the Human Capital Earnings Equation with Measures of Where People Work;Journal of Labor Economics;bwl;\N
5777;10.1086/694908;17;2017;0734-306X;Who Gets Hired? The Importance of Competition among Applicants;Journal of Labor Economics;bwl;\N
5778;10.1086/694167;26;2017;0734-306X;Firm Performance and the Volatility of Worker Earnings;Journal of Labor Economics;bwl;\N
5779;10.1086/682424;30;2015;0734-306X;Unemployment in the Great Recession: A Comparison of Germany, Canada, and the United States;Journal of Labor Economics;bwl;\N
5780;10.1086/686764;0;2016;0734-306X;Erratum;Journal of Labor Economics;bwl;\N
5781;10.1086/682366;48;2015;0734-306X;Did the Job Ladder Fail after the Great Recession?;Journal of Labor Economics;bwl;\N
5782;10.1086/691726;23;2017;0734-306X;Assessing the Performance of Nonexperimental Estimators for Evaluating Head Start;Journal of Labor Economics;bwl;\N
5783;10.1086/678520;82;2015;0734-306X;Small Differences That Matter: Mistakes in Applying to College;Journal of Labor Economics;bwl;\N
5784;10.1086/675078;95;2014;0734-306X;Expansions in Maternity Leave Coverage and Mothers’ Labor Market Outcomes after Childbirth;Journal of Labor Economics;bwl;\N
5785;10.1086/656372;5;2010;0734-306X;Providing Employers with Incentives to Train Low-Skilled Workers: Evidence from the UK Employer Training Pilots;Journal of Labor Economics;bwl;\N
5786;10.1086/681108;48;2015;0734-306X;State Merit Aid Programs and College Major: A Focus on STEM;Journal of Labor Economics;bwl;\N
5787;10.1086/668885;0;2012;0734-306X;Erratum;Journal of Labor Economics;bwl;\N
5788;10.1086/684851;89;2016;0734-306X;Parenthood and the Gender Gap in Pay;Journal of Labor Economics;bwl;\N
5789;10.1086/677393;37;2014;0734-306X;The Dynamics of Marriage and Divorce;Journal of Labor Economics;bwl;\N
5790;10.1086/694469;17;2017;0734-306X;Sorting through Affirmative Action: Three Field Experiments in Colombia;Journal of Labor Economics;bwl;\N
5791;10.1086/693983;0;2017;0734-306X;Erratum;Journal of Labor Economics;bwl;\N
5792;10.1086/669971;37;2013;0734-306X;Working Long Hours and Early Career Outcomes in the High-End Labor Market;Journal of Labor Economics;bwl;\N
5793;10.1086/668675;52;2013;0734-306X;Outsourcing Household Production: Foreign Domestic Workers and Native Labor Supply in Hong Kong;Journal of Labor Economics;bwl;\N
5794;10.1086/677307;0;2014;0734-306X;SOLE 2015Twentieth Annual MeetingsSOLE/EALE 2015 Fourth International Conference;Journal of Labor Economics;bwl;\N
5795;10.1086/677230;7;2014;0734-306X;A Gifted Economist and the Ultimate Social Scientist;Journal of Labor Economics;bwl;\N
5796;10.1086/677383;2;2014;0734-306X;Sherwin Rosen Award;Journal of Labor Economics;bwl;\N
5797;10.1086/690712;29;2016;0734-306X;Private Equity, Layoffs, and Job Polarization;Journal of Labor Economics;bwl;\N
5798;10.1086/659343;120;2011;0734-306X;Child Care Choices and Children’s Cognitive Achievement: The Case of Single Mothers;Journal of Labor Economics;bwl;\N
5799;10.1086/671766;155;2013;0734-306X;Temperature and the Allocation of Time: Implications for Climate Change;Journal of Labor Economics;bwl;\N
5800;10.1086/682346;44;2015;0734-306X;The Minimum Wage and Inequality: The Effects of Education and Technology;Journal of Labor Economics;bwl;\N
5801;10.1086/672160;1;2013;0734-306X;SOLE 2014 19th Annual Meetings Call for Papers;Journal of Labor Economics;bwl;\N
5802;10.1086/672162;0;2013;0734-306X;Jacob Mincer Prize;Journal of Labor Economics;bwl;\N
5803;10.1086/666725;94;2012;0734-306X;Analyzing the Determinants of the Matching of Public School Teachers to Jobs: Disentangling the Preferences of Teachers and Employers;Journal of Labor Economics;bwl;\N
5804;10.1086/666846;0;2012;0734-306X;Sherwin Rosen Award;Journal of Labor Economics;bwl;\N
5805;10.1086/666844;2;2012;0734-306X;SOLE 2013;Journal of Labor Economics;bwl;\N
5806;10.1086/666845;1;2012;0734-306X;Officers of the Society of Labor Economists;Journal of Labor Economics;bwl;\N
5807;10.1086/694106;76;2017;0734-306X;Skill Requirements across Firms and Labor Markets: Evidence from Job Postings for Professionals;Journal of Labor Economics;bwl;\N
5808;10.1086/693864;5;2017;0734-306X;Household Search or Individual Search: Does It Matter?;Journal of Labor Economics;bwl;\N
5809;10.1086/693867;9;2017;0734-306X;Bias in Returns to Tenure When Firm Wages and Employment Comove: A Quantitative Assessment and Solution;Journal of Labor Economics;bwl;\N
5810;10.1086/693869;73;2017;0734-306X;Do Job Networks Disadvantage Women? Evidence from a Recruitment Experiment in Malawi;Journal of Labor Economics;bwl;\N
5811;10.1086/693870;32;2017;0734-306X;Minimum Wages and Firm Value;Journal of Labor Economics;bwl;\N
5812;10.1086/693871;40;2017;0734-306X;Managing Careers in Organizations;Journal of Labor Economics;bwl;\N
5813;10.1086/692510;10;2017;0734-306X;Customer Discrimination: Evidence from Israel;Journal of Labor Economics;bwl;\N
5814;10.1086/659409;109;2011;0734-306X;Which Immigrants Are Most Innovative and Entrepreneurial? Distinctions by Entry Visa;Journal of Labor Economics;bwl;\N
5815;10.1086/676660;27;2015;0734-306X;Does Immigration Affect Whether US Natives Major in Science and Engineering?;Journal of Labor Economics;bwl;\N
5816;10.1086/679061;77;2015;0734-306X;STEM Workers, H-1B Visas, and Productivity in US Cities;Journal of Labor Economics;bwl;\N
5817;10.1086/660773;18;2011;0734-306X;Down from the Mountain: Skill Upgrading and Wages in Appalachia;Journal of Labor Economics;bwl;\N
5818;10.1086/682332;19;2015;0734-306X;Customer Discrimination and Employment Outcomes: Theory and Evidence from the French Labor Market;Journal of Labor Economics;bwl;\N
5819;10.1086/677391;34;2014;0734-306X;The Effect of Teacher Gender on Student Achievement in Primary School;Journal of Labor Economics;bwl;\N
5820;10.1086/689478;66;2016;0734-306X;Universal Child Care, Maternal Employment, and Children’s Long-Run Outcomes: Evidence from the US Lanham Act of 1940;Journal of Labor Economics;bwl;\N
5821;10.1086/687522;58;2016;0734-306X;The Effect of Work First Job Placements on the Distribution of Earnings: An Instrumental Variable Quantile Regression Approach;Journal of Labor Economics;bwl;\N
5822;10.1086/663355;55;2012;0734-306X;Performance Pay and the White-Black Wage Gap;Journal of Labor Economics;bwl;\N
5823;10.1086/682938;113;2015;0734-306X;Cashier or Consultant? Entry Labor Market Conditions, Field of Study, and Career Success;Journal of Labor Economics;bwl;\N
5824;10.1086/679062;45;2015;0734-306X;Attracting Talent: Location Choices of Foreign-Born PhDs in the United States;Journal of Labor Economics;bwl;\N
5825;10.1086/694616;23;2017;0734-306X;Who Migrates and Why? Evidence from Italian Administrative Data;Journal of Labor Economics;bwl;\N
5826;10.1086/682829;3;2015;0734-306X;Introduction: The Labor Market in the Aftermath of the Great Recession;Journal of Labor Economics;bwl;\N
5827;10.1086/681206;1;2015;0734-306X;The Specificity of General Human Capital: Evidence from College Major Choice;Journal of Labor Economics;bwl;\N
5828;10.1086/684019;2;2016;0734-306X; Introduction: Special Issue in Honor of JOLE Founder Edward P. Lazear ;Journal of Labor Economics;bwl;\N
5829;10.1086/686255;13;2016;0734-306X;The Making of a Manager: Evidence from Military Officer Training;Journal of Labor Economics;bwl;\N
5830;10.1086/671797;5;2013;0734-306X;Evaluating Education Programs That Have Lotteried Admission and Selective Attrition;Journal of Labor Economics;bwl;\N
5831;10.1086/670384;35;2013;0734-306X;Data Improvement and Labor Economics;Journal of Labor Economics;bwl;\N
5832;10.1086/691391;16;2017;0734-306X;Second Chance for High School Dropouts? A Regression Discontinuity Analysis of Postsecondary Educational Returns to the GED;Journal of Labor Economics;bwl;\N
5833;10.1086/692749;1;2017;0734-306X;Introduction: Essays in Honor of Robert J. LaLonde;Journal of Labor Economics;bwl;\N
5834;10.1086/692710;10;2017;0734-306X;Estimating (Easily Interpreted) Dynamic Training Effects from Experimental Data;Journal of Labor Economics;bwl;\N
5835;10.1086/692397;10;2017;0734-306X;The Women of the National Supported Work Demonstration;Journal of Labor Economics;bwl;\N
5836;10.1086/692277;8;2017;0734-306X;The Relative Returns to Workforce Investment Act–Supported Training in Florida by Field, Gender, and Education and Ways to Improve Trainees’ Choices;Journal of Labor Economics;bwl;\N
5837;10.1086/666698;40;2012;0734-306X;A Dynamic Equilibrium Model of the US Wage Structure, 1968–1996;Journal of Labor Economics;bwl;\N
5838;10.1086/669964;66;2013;0734-306X;Borrowing Constraints, College Enrollment, and Delayed Entry;Journal of Labor Economics;bwl;\N
5839;10.1086/671056;76;2013;0734-306X;The College Type: Personality and Educational Inequality;Journal of Labor Economics;bwl;\N
5840;10.1086/690827;13;2016;0734-306X;Intergenerational Persistence in Latent Socioeconomic Status: Evidence from Sweden and the United States;Journal of Labor Economics;bwl;\N
5841;10.1086/691276;15;2017;0734-306X;Comparing Apples to Oranges: Differences in Women’s and Men’s Incarceration and Sentencing Outcomes;Journal of Labor Economics;bwl;\N
5842;10.1086/692477;43;2017;0734-306X;One Size Does Not Fit All: Multiple Dimensions of Ability, College Attendance, and Earnings;Journal of Labor Economics;bwl;\N
5843;10.1086/692511;11;2017;0734-306X;Following the Crowd: Leisure Complementarities beyond the Household;Journal of Labor Economics;bwl;\N
5844;10.1086/663357;95;2012;0734-306X;People I Know: Job Search and Social Networks;Journal of Labor Economics;bwl;\N
5845;10.1086/673324;77;2013;0734-306X;The Menstrual Cycle and Performance Feedback Alter Gender Differences in Competitive Choices;Journal of Labor Economics;bwl;\N
5846;10.1086/669332;242;2013;0734-306X;Putting Tasks to the Test: Human Capital, Job Tasks, and Wages;Journal of Labor Economics;bwl;\N
5847;10.1086/673374;97;2014;0734-306X;Does Online Search Crowd Out Traditional Search and Improve Matching Efficiency? Evidence from Craigslist;Journal of Labor Economics;bwl;\N
5848;10.1086/686262;38;2016;0734-306X;How the Timing of Grade Retention Affects Outcomes: Identification and Estimation of Time-Varying Treatment Effects;Journal of Labor Economics;bwl;\N
5849;10.1086/686263;1;2016;0734-306X;How Teachers Respond to Pension System Incentives: New Estimates and Policy Applications;Journal of Labor Economics;bwl;\N
5850;10.1086/669061;92;2013;0734-306X;Alternative Measures of Offshorability: A Survey Approach;Journal of Labor Economics;bwl;\N
5851;10.1086/682347;298;2015;0734-306X;The Great Reversal in the Demand for Skill and Cognitive Tasks;Journal of Labor Economics;bwl;\N
5852;10.1086/659346;84;2011;0734-306X;Career Choice and Wage Growth;Journal of Labor Economics;bwl;\N
5853;10.1086/666525;138;2012;0734-306X;Learning about Academic Ability and the College Dropout Decision;Journal of Labor Economics;bwl;\N
5854;10.1086/675308;114;2014;0734-306X;Academic Performance and College Dropout: Using Longitudinal Expectations Data to Estimate a Learning Model;Journal of Labor Economics;bwl;\N
5855;10.1086/668676;74;2013;0734-306X;The Design of Teacher Incentive Pay and Educational Outcomes: Evidence from the New York City Bonus Program;Journal of Labor Economics;bwl;\N
5856;10.1086/663356;39;2012;0734-306X;Experimentation and Job Choice;Journal of Labor Economics;bwl;\N
5857;10.1086/698721;0;2018;0734-306X;SOLE 2018 Fellows Awards for Best Posters;Journal of Labor Economics;bwl;\N
5858;10.1086/698833;0;2018;0734-306X;Jacob Mincer Award;Journal of Labor Economics;bwl;\N
5859;10.1086/696141;3;2017;0734-306X;The Local Economic Impacts of Military Personnel;Journal of Labor Economics;bwl;\N
5860;10.1086/696204;36;2017;0734-306X;The Returns to College Persistence for Marginal Students: Regression Discontinuity Evidence from University Dismissal Policies;Journal of Labor Economics;bwl;\N
5861;10.1086/698720;1;2018;0734-306X;Sherwin Rosen Prize;Journal of Labor Economics;bwl;\N
5862;10.1086/684044;98;2016;0734-306X;Unhappy Cities;Journal of Labor Economics;bwl;\N
5863;10.1086/677231;52;2014;0734-306X;Human Capital Spillovers in Families: Do Parents Learn from or Lean on Their Children?;Journal of Labor Economics;bwl;\N
5864;10.1086/675070;60;2014;0734-306X;Home with Mom: The Effects of Stay-at-Home Parents on Children’s Long-Run Educational Outcomes;Journal of Labor Economics;bwl;\N
5865;10.1086/687580;10;2016;0734-306X;Salience and Social Security Benefits;Journal of Labor Economics;bwl;\N
5866;10.1086/666654;7;2012;0734-306X;Spousal Conflict and Divorce;Journal of Labor Economics;bwl;\N
5867;10.1086/679671;11;2015;0734-306X;Professionalism and Contracts in Organizations;Journal of Labor Economics;bwl;\N
5868;10.1086/692687;3;2017;0734-306X;Jacob Mincer Prize;Journal of Labor Economics;bwl;\N
5869;10.1086/692615;0;2017;0734-306X;SOLE 2018: Call for Papers;Journal of Labor Economics;bwl;\N
5870;10.1086/682291;12;2015;0734-306X;Introduction: US High-Skilled Immigration in the Global Economy;Journal of Labor Economics;bwl;\N
5871;10.1086/682340;0;2015;0734-306X;Jacob Mincer Prize;Journal of Labor Economics;bwl;\N
5872;10.1086/682290;0;2015;0734-306X;SOLE 201621st Annual MeetingsCall for Papers;Journal of Labor Economics;bwl;\N
5873;10.1086/689285;18;2016;0734-306X;Not in My Community: Social Pressure and the Geography of Dismissals;Journal of Labor Economics;bwl;\N
5874;10.1086/678519;62;2015;0734-306X;Do Men and Women Respond Differently to Competition? Evidence from a Major Education Reform;Journal of Labor Economics;bwl;\N
5875;10.1086/682331;12;2015;0734-306X;Teacher Complementarities in Test Score Production: Evidence from Primary School;Journal of Labor Economics;bwl;\N
5876;10.1086/691278;1;2017;0734-306X;The Impact of Expanding Access to Early Childhood Education Services in Rural Indonesia;Journal of Labor Economics;bwl;\N
5877;10.1086/669965;5;2013;0734-306X;Early Contract Renegotiation: An Analysis of US Labor Contracts, 1970–1995;Journal of Labor Economics;bwl;\N
5878;10.1086/683642;24;2016;0734-306X;Teacher Quality in Public and Private Schools under a Voucher System: The Case of Chile;Journal of Labor Economics;bwl;\N
5879;10.1086/683666;37;2016;0734-306X;Domestic Violence and Divorce Law: When Divorce Threats Become Credible;Journal of Labor Economics;bwl;\N
5880;10.1086/683644;19;2016;0734-306X;Testing for Educational Credit Constraints Using Heterogeneity in Individual Time Preferences;Journal of Labor Economics;bwl;\N
5881;10.1086/684852;8;2016;0734-306X;Learning-by-Employing: The Value of Commitment under Uncertainty;Journal of Labor Economics;bwl;\N
