handle;year;cites;if_;if_5;docs_published;h_index;type;issn1;issn2;type2;year3;scimago_id;sjr;type4;year5;jourqual;type6;year7;bwl;type8;year9;vwl;journal_name
RePEc:erv:coccss;2017;;null;null;246;1;ReDIF-Article;1988-5245;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Contribuciones a las Ciencias Sociales
RePEc:erv:contri;2017;;null;null;30;2;ReDIF-Article;1696-8360;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Contribuciones a la Economía
RePEc:erv:deloso;2017;;null;null;46;;ReDIF-Article;1988-5245;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Desarrollo local sostenible
RePEc:erv:eaeaea;2017;;null;null;0;;ReDIF-Article;1989-5526;1657-5776;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economía Autónoma
RePEc:erv:histor;2017;;null;null;0;;ReDIF-Article;2173-0822;2386-6039;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista Crítica de Historia de las Relaciones Laborales y de la Política Social
RePEc:erv:obschi;2017;;null;null;0;1;ReDIF-Article;1887-3197;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Observatorio de la Economía y la Sociedad China
RePEc:erv:observ;2017;;null;null;316;3;ReDIF-Article;1696-8352;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Observatorio de la Economía Latinoamericana
RePEc:erv:obsjap;2017;;null;null;34;1;ReDIF-Article;1988-5229;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Observatorio Iberoamericano de la Economía y la Sociedad del Japón
RePEc:erv:oidles;2017;;null;null;0;1;ReDIF-Article;1988-2483;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Observatorio Iberoamericano del Desarrollo Local y la Economía Social
RePEc:erv:pozpoz;2017;;null;null;0;;ReDIF-Article;2340-0048;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Pandémica o Zeleste, Revista de Ciencias, Artes y Literatura
RePEc:erv:rccsrc;2017;;null;null;216;1;ReDIF-Article;2254-7630;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista Caribeña de Ciencias Sociales
RePEc:erv:rcdcpp;2017;;null;null;0;;ReDIF-Article;2341-3956;2387-1873;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista crítica de Derecho Canónico Pluriconfesional
RePEc:erv:rednma;2017;;null;null;15;;ReDIF-Article;1130-2127;2386-8902;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista europea de derecho de la navegación marítima y aeronáutica
RePEc:erv:rehipi;2017;;null;null;26;;ReDIF-Article;2174-0135;2386-6926;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista Europea de Historia de las Ideas Políticas y de las Instituciones Públicas
RePEc:erv:rejiee;2017;;null;null;11;;ReDIF-Article;1989-8754;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Rejie
RePEc:erv:riipac;2017;;null;null;0;;ReDIF-Article;2255-1565;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;RIIPAC. REVISTA SOBRE PATRIMONIO CULTURAL: REGULACIÓN, PROPIEDAD INTELECTUAL E INDUSTRIAL
RePEc:erv:sgsgsg;2017;;null;null;0;1;ReDIF-Article;1889-3981;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Sociedad Global
RePEc:erv:tecsis;2017;;null;null;0;;ReDIF-Article;1886-8452;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Tecsistecatl
RePEc:erv:tectza;2017;;null;null;7;;ReDIF-Article;2444-4944;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;TECTZAPIC
RePEc:erv:tlatem;2017;;null;null;0;1;ReDIF-Article;1989-9300;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Tlatemoani
RePEc:erv:turdes;2017;1;null;null;66;1;ReDIF-Article;1988-5261;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Turismo y Desarrollo Local
RePEc:etc:journl;2017;15;0.08;0.1;21;4;ReDIF-Article;2079-3715;2309-1088;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Academicus International Scientific Journal
RePEc:fan:aimaim;2017;;null;null;0;2;ReDIF-Article;1828-194X;1971-8373;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;AGRICOLTURA ISTITUZIONI MERCATI
RePEc:fan:argarg;2017;3;null;0.06;0;3;ReDIF-Article;1125-9116;1971-8357;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;ARGOMENTI
RePEc:fan:ccadaa;2017;3;0.04;0.05;13;1;ReDIF-Article;1721-5242;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;CONTABILITA' E CULTURA AZIENDALE
RePEc:fan:ecaqec;2017;5;0.05;0.04;20;3;ReDIF-Article;1126-1668;1972-4802;scimago;2018;21100865012;0.2;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;ECONOMIA AGRO-ALIMENTARE
RePEc:fan:ededed;2017;1;0.02;0.01;23;2;ReDIF-Article;1593-9464;1972-5256;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;ECONOMIA E DIRITTO DEL TERZIARIO
RePEc:fan:efeefe;2017;11;0.06;0.08;20;4;ReDIF-Article;2280-7659;2280-7667;scimago;2018;21100228047;0.127;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;ECONOMICS AND POLICY OF ENERGY AND THE ENVIRONMENT
RePEc:fan:eieiei;2017;;null;null;0;1;ReDIF-Article;2283-3374;1971-5293;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;ESPERIENZE D'IMPRESA
RePEc:fan:epepep;2017;12;0.26;0.18;15;5;ReDIF-Article;0390-6140;1972-5566;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;ECONOMIA PUBBLICA
RePEc:fan:eseses;2017;1;null;null;39;2;ReDIF-Article;1827-2479;2038-6745;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;ECONOMIA E SOCIET REGIONALE
RePEc:fan:frfrfr;2017;5;0.08;0.05;12;3;ReDIF-Article;2036-671X;2036-6779;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;FINANCIAL REPORTING
RePEc:fan:macoma;2017;47;0.27;0.39;25;9;ReDIF-Article;2239-0391;2239-4397;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;MANAGEMENT CONTROL
RePEc:fan:mcmcmc;2017;15;0.1;0.08;40;3;ReDIF-Article;1826-7386;1972-4861;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;MERCATI E COMPETITIVIT
RePEc:fan:mesame;2017;3;0.03;0.04;23;1;ReDIF-Article;1121-6921;2384-8804;scimago;2018;19700180556;0.107;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;MECOSAN. Menagement e economia sanitaria
RePEc:fan:polipo;2017;12;null;0.13;0;7;ReDIF-Article;0391-2078;1972-4977;scimago;2018;21100275426;0.343;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;ECONOMIA E POLITICA INDUSTRIALE
RePEc:fan:pripri;2017;1;null;0.01;21;2;ReDIF-Article;0393-9049;2036-5063;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;PRISMA Economia - Societ - Lavoro
RePEc:fan:quaqua;2017;;null;null;0;1;ReDIF-Article;0390-105X;1971-8470;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;QUADERNI DI ECONOMIA DEL LAVORO
RePEc:fan:rearea;2017;;null;null;0;1;ReDIF-Article;0035-6190;2281-1559;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;RIVISTA DI ECONOMIA AGRARIA
RePEc:fan:restre;2017;;null;null;0;4;ReDIF-Article;1971-0380;1972-5000;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;RIVISTA DI ECONOMIA E STATISTICA DEL TERRITORIO
RePEc:fan:rissri;2017;5;0.07;0.04;23;2;ReDIF-Article;2239-1959;2239-7221;scimago;2018;21100275419;0.257;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;RIVISTA DI STUDI SULLA SOSTENIBILITA'
RePEc:fan:scresc;2017;14;0.02;0.1;0;8;ReDIF-Article;1720-3929;2035-603X;scimago;2018;21100211748;0.221;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;SCIENZE REGIONALI
RePEc:fan:spespe;2017;4;0.03;0.05;15;2;ReDIF-Article;2240-9971;2280-188X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;HISTORY OF ECONOMIC THOUGHT AND POLICY
RePEc:fan:steste;2017;3;null;0.03;0;6;ReDIF-Article;0039-2928;1972-4918;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;STUDI ECONOMICI
RePEc:far:spaeco;2017;;null;null;42;1;ReDIF-Article;1815-9834;2587-5957;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Spatial Economics=Prostranstvennaya Ekonomika
RePEc:fat:fejeps;2017;;null;null;0;2;ReDIF-Article;1307-6000;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;European Journal of Economic and Political Studies
RePEc:fau:aucocz;2017;5;0.3;0.11;0;7;ReDIF-Article;1802-4696;1805-9406;scimago;2018;19700188150;0.108;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Czech Economic Review
RePEc:fau:fauart;2017;67;0.73;0.54;24;16;ReDIF-Article;0015-1920;2464-7683;scimago;2018;15089;0.245;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Czech Journal of Economics and Finance (Finance a uver)
RePEc:fec:journl;2017;37;0.17;0.24;27;6;ReDIF-Article;1673-3444;1673-3568;scimago;2018;4700152625;0.112;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Frontiers of Economics in China
RePEc:fej:artcal;2017;;null;null;0;1;ReDIF-Article;2221-867X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Far East Journal of Marketing and Management
RePEc:fej:articl;2017;4;null;0.04;0;4;ReDIF-Article;2219-5440;2221-8017;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Far East Journal of Psychology and Business
RePEc:ffe:journl;2017;;null;null;0;4;ReDIF-Article;1814-2044;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;???
RePEc:fgv:eaerae;2017;1;null;null;73;3;ReDIF-Article;2178-938X;0034-7590;scimago;2018;21100212700;0.222;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;RAE - Revista de Administração de Empresas
RePEc:fgv:epgrbe;2017;17;0.06;0.09;24;13;ReDIF-Article;0034-7140;1806-9134;scimago;2018;4800156204;0.155;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Revista Brasileira de Economia - RBE
RePEc:fis:journl;2017;;null;null;23;;ReDIF-Article;2564-7504;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Fiscaoeconomia
RePEc:foj:journl;2017;;null;null;16;1;ReDIF-Article;1842-256X;2559-3706;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista Romana de Jurnalism si Comunicare - Romanian Journal of Journalism and Communication
RePEc:fru:finjrn;2017;19;0.13;0.09;60;2;ReDIF-Article;2075-1990;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Finansovyj žhurnal — Financial Journal
RePEc:fzy:fuzeco;2017;1;0.05;0.02;0;3;ReDIF-Article;1136-0593;2445-4192;scimago;2018;21100198938;0.117;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Fuzzy Economic Review
RePEc:gam:jadmsc;2017;10;0.09;0.1;38;3;ReDIF-Article;2076-3387;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Administrative Sciences
RePEc:gam:jagris;2017;41;0.16;0.16;105;5;ReDIF-Article;2077-0472;;scimago;2018;21100781511;0.424;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Agriculture
RePEc:gam:jchals;2017;19;0.13;0.16;32;5;ReDIF-Article;2078-1547;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Challenges
RePEc:gam:jecnmx;2017;130;0.33;0.82;54;10;ReDIF-Article;2225-1146;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F;Econometrics
RePEc:gam:jecomi;2017;21;0.33;0.28;52;4;ReDIF-Article;2227-7099;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F;Economies
RePEc:gam:jeners;2017;2435;0.57;0.67;2209;24;ReDIF-Article;1996-1073;;scimago;2018;62932;0.612;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Energies
RePEc:gam:jgames;2017;43;0.22;0.27;52;11;ReDIF-Article;2073-4336;;scimago;2018;6000194782;0.343;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Games
RePEc:gam:jijfss;2017;24;0.19;0.24;38;4;ReDIF-Article;2227-7072;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Financial Studies
RePEc:gam:jjrfmx;2017;23;0.44;0.42;26;6;ReDIF-Article;1911-8074;1911-8066;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Journal of Risk and Financial Management
RePEc:gam:jlands;2017;59;0.28;0.27;90;5;ReDIF-Article;2073-445X;;scimago;2018;21100811521;0.64;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Land
RePEc:gam:jlawss;2017;8;0.03;0.04;35;3;ReDIF-Article;2075-471X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Laws
RePEc:gam:jrisks;2017;34;0.18;0.24;64;5;ReDIF-Article;2227-9091;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Risks
RePEc:gam:jscscx;2017;20;0.04;0.07;161;3;ReDIF-Article;2076-0760;;scimago;2018;21100810500;0.256;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Social Sciences
RePEc:gam:jsoctx;2017;11;0.01;0.05;40;3;ReDIF-Article;2075-4698;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Societies
RePEc:gam:jsusta;2017;1945;0.44;0.48;2404;23;ReDIF-Article;2071-1050;;scimago;2018;21100240100;0.549;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Sustainability
RePEc:gig:afjour;2017;3;0.04;0.03;0;5;ReDIF-Article;0002-0397;1868-6869;scimago;2018;15060;0.593;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Africa Spectrum
RePEc:gig:chaktu;2017;1;null;0.01;0;4;ReDIF-Article;0341-6631;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Current Chinese Affairs - China aktuell
RePEc:gig:soaktu;2017;2;null;0.03;0;3;ReDIF-Article;0722-8821;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Current Southeast Asian Affairs
RePEc:gmf:journl;2017;1;0.13;0.03;9;5;ReDIF-Article;0872-4733;2183-203X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Notas Económicas
RePEc:gok:arviv1;2017;2;null;0.02;0;1;ReDIF-Article;0971-586X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Artha Vijnana
RePEc:gok:ijdcv1;2017;3;0.06;0.06;8;2;ReDIF-Article;2010-2704;2010-2690;scimago;2018;21100856805;0.103;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Development and Conflict
RePEc:gpr:journl;2017;;null;null;13;;ReDIF-Article;2464-9929;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Global Politics Review
RePEc:gta:jnlgea;2017;19;2.11;2.11;8;4;ReDIF-Article;2377-2999;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Global Economic Analysis
RePEc:hcx:jsport;2017;;null;null;0;;ReDIF-Article;1527-0025;1552-7794;scimago;2018;11800154592;0.651;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Sports Economics
RePEc:hmm:journl;2017;1;null;0.01;16;1;ReDIF-Article;2247-1189;2247-1197;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Holistic Marketing Management Journal
RePEc:hrs:journl;2017;6;0.07;0.04;38;3;ReDIF-Article;1791-7735;1791-5961;scimago;2018;21100228533;0.199;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Regional Science Inquiry
RePEc:hrs:jrnggg;2017;;null;null;3;;ReDIF-Article;2241-6927;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Géographies, Géopolitiques et Géostratégies Régionales
RePEc:hrs:jrnicr;2017;;null;null;6;1;ReDIF-Article;1791-7743;1791-7417;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Investigación en Ciencia Regional
RePEc:hrs:jrnkpe;2017;;null;null;7;;ReDIF-Article;1791-7727;1791-7719;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Κείμενα Περιφερειακής Επιστήμης
RePEc:hrs:jrnzrw;2017;;null;null;4;;ReDIF-Article;1792-8087;1792-8060;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Zeitschrift für die Regionale Wissenschaft
RePEc:hyp:journl;2017;6;0.03;0.06;22;2;ReDIF-Article;2343-7995;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Hyperion Economic Journal
RePEc:iab:iabjlr;2017;29;0.14;0.14;30;6;ReDIF-Article;1614-3485;1867-8343;scimago;2018;21100466201;0.58;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F;Journal for Labour Market Research
RePEc:iab:iabmit;2017;;null;null;0;4;ReDIF-Article;0340-3254;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Mitteilungen aus der Arbeitsmarkt- und Berufsforschung
RePEc:iab:iabzaf;2017;1;null;0.01;0;7;ReDIF-Article;1614-3485;1867-8343;scimago;2018;21100466201;0.58;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F;Zeitschrift für ArbeitsmarktForschung - Journal for Labour Market Research
RePEc:ibg:eajour;2017;2;null;0.04;0;2;ReDIF-Article;1821-2573;2560-3949;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economic Analysis
RePEc:ibg:jwejou;2017;3;null;0.07;0;2;ReDIF-Article;1821-1283;2406-0674;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Women's Entrepreneurship and Education
RePEc:ibl:journl;2017;;null;null;0;1;ReDIF-Article;1512-3731;2233-3002;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;IBSU Scientific Journal
RePEc:icb:wpaper;2017;2;null;0.02;41;2;ReDIF-Article;2392-8174;2392-8166;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Conference on Economic Sciences and Business Administration
RePEc:idi:jermbe;2017;;null;null;21;1;ReDIF-Article;2444-8834;2444-8842;scimago;2018;21100465205;0.308;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;European Research on Management and Business Economics (ERMBE)
RePEc:idi:jiedee;2017;;null;null;0;2;ReDIF-Article;1135-2523;2309-575X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Investigaciones Europeas de Dirección y Economía de la Empresa (IEDEE)
RePEc:idp:bizinf;2017;;null;null;0;1;ReDIF-Article;2222-4459;2311-116X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Business Inform
RePEc:idp:redpoe;2017;;null;null;0;1;ReDIF-Article;2222-0712;2311-1186;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The Problems of Economy
RePEc:ids:afasfa;2017;9;0.15;0.12;21;4;ReDIF-Article;1751-6447;1751-6455;scimago;2018;17500154910;0.256;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Afro-Asian Journal of Finance and Accounting
RePEc:ids:ajaafi;2017;5;0.09;0.07;0;2;ReDIF-Article;2046-8083;2046-8091;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;African Journal of Accounting, Auditing and Finance
RePEc:ids:ajesde;2017;19;0.02;0.19;6;2;ReDIF-Article;2046-8083;2046-8091;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;African Journal of Economic and Sustainable Development
RePEc:ids:amerfa;2017;4;0.13;0.12;5;2;ReDIF-Article;1752-7767;1752-7775;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;American Journal of Finance and Accounting
RePEc:ids:eujine;2017;25;0.17;0.16;28;5;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;European Journal of Industrial Engineering
RePEc:ids:gbusec;2017;15;0.07;0.11;40;7;ReDIF-Article;1097-4954;1745-1329;scimago;2018;3900148208;0.146;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Global Business and Economics Review
RePEc:ids:ijaape;2017;4;0.03;0.05;18;6;ReDIF-Article;1740-8008;1740-8016;scimago;2018;4700152235;0.135;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;International Journal of Accounting, Auditing and Performance Evaluation
